cityID,cityNameAr,cityNameEn,area,population,rankInDesnity,rankInPopulation,provinceID,provinceNameAr,provinceNameEn,points
119,الرياض,Riyadh,2369.95670748818,5254560,119,5,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:24.864371#$Lng$:46.5465413}#{$Lat$:24.7471862#$Lng$:46.5849954}#{$Lat$:24.7120247#$Lng$:46.5734138}#{$Lat$:24.6511323#$Lng$:46.4676492}#{$Lat$:24.6108714#$Lng$:46.4515123}#{$Lat$:24.6030674#$Lng$:46.5129701}#{$Lat$:24.6227325#$Lng$:46.5500508}#{$Lat$:24.5637279#$Lng$:46.4683359}#{$Lat$:24.5421796#$Lng$:46.5133135}#{$Lat$:24.5556087#$Lng$:46.6372591}#{$Lat$:24.5003216#$Lng$:46.5857582}#{$Lat$:24.4787624#$Lng$:46.5905649}#{$Lat$:24.4678355#$Lng$:46.6221009}#{$Lat$:24.4918858#$Lng$:46.646186}#{$Lat$:24.5228142#$Lng$:46.6468726}#{$Lat$:24.495333#$Lng$:46.683902}#{$Lat$:24.5274997#$Lng$:46.6915068}#{$Lat$:24.5159419#$Lng$:46.7289309}#{$Lat$:24.5268268#$Lng$:46.7404956}#{$Lat$:24.384056#$Lng$:46.7882773}#{$Lat$:24.3715469#$Lng$:46.8569453}#{$Lat$:24.3865577#$Lng$:46.8706788}#{$Lat$:24.4983074#$Lng$:46.8095274}#{$Lat$:24.5178264#$Lng$:46.9036396}#{$Lat$:24.4640853#$Lng$:46.913253}#{$Lat$:24.3507586#$Lng$:47.1296028}#{$Lat$:24.3677937#$Lng$:47.1549641}#{$Lat$:24.5290715#$Lng$:46.9832944}#{$Lat$:24.6077601#$Lng$:46.9366003}#{$Lat$:24.6888946#$Lng$:46.9599474}#{$Lat$:24.7350555#$Lng$:46.9187467}#{$Lat$:24.8360504#$Lng$:46.9063865}#{$Lat$:24.9132994#$Lng$:47.0368558}#{$Lat$:24.9599992#$Lng$:47.007672}#{$Lat$:24.9093326#$Lng$:46.8552339}#{$Lat$:25.0686668#$Lng$:46.7700856}#{$Lat$:25.0562264#$Lng$:46.7151512}#{$Lat$:24.9379782#$Lng$:46.7865659}#{$Lat$:24.8956302#$Lng$:46.7851925}#{$Lat$:24.8594984#$Lng$:46.7590986}#{$Lat$:25.0126745#$Lng$:46.6986708}#{$Lat$:25.0064516#$Lng$:46.6300027}#{$Lat$:24.9255245#$Lng$:46.6835638}#{$Lat$:24.8694669#$Lng$:46.676697}#{$Lat$:24.9691072#$Lng$:46.6162691}#{$Lat$:24.9803117#$Lng$:46.5627081}#{$Lat$:24.864371#$Lng$:46.5465413}]#$BottomLeft$:{$Lat$:24.3507586#$Lng$:46.4515123}#$TopRight$:{$Lat$:25.0686668#$Lng$:47.1549641}}]
120,الدرعية,Ad Diriyah,49.3052773049506,73668,120,3,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:24.7898724#$Lng$:46.5560814}#{$Lat$:24.7706243#$Lng$:46.5611454}#{$Lat$:24.767429#$Lng$:46.5492149}#{$Lat$:24.7722609#$Lng$:46.5369411}#{$Lat$:24.7780278#$Lng$:46.536512}#{$Lat$:24.7999239#$Lng$:46.5312763}#{$Lat$:24.8049883#$Lng$:46.5362545}#{$Lat$:24.8138699#$Lng$:46.5335937}#{$Lat$:24.8212708#$Lng$:46.5254398}#{$Lat$:24.8218161#$Lng$:46.5044113}#{$Lat$:24.8161292#$Lng$:46.49085}#{$Lat$:24.8070919#$Lng$:46.4823528}#{$Lat$:24.8011705#$Lng$:46.4857002}#{$Lat$:24.7985993#$Lng$:46.4996048}#{$Lat$:24.7964956#$Lng$:46.5180584}#{$Lat$:24.7701567#$Lng$:46.5244957}#{$Lat$:24.7606484#$Lng$:46.5324779}#{$Lat$:24.7599469#$Lng$:46.5267273}#{$Lat$:24.7511394#$Lng$:46.5207191}#{$Lat$:24.7515291#$Lng$:46.5058704}#{$Lat$:24.7448256#$Lng$:46.4990898}#{$Lat$:24.7390572#$Lng$:46.498489}#{$Lat$:24.739369#$Lng$:46.5043255}#{$Lat$:24.7298583#$Lng$:46.5087028}#{$Lat$:24.7390572#$Lng$:46.5287872}#{$Lat$:24.7444358#$Lng$:46.5412327}#{$Lat$:24.7408501#$Lng$:46.5417476}#{$Lat$:24.7421753#$Lng$:46.5539356}#{$Lat$:24.7388233#$Lng$:46.5597721}#{$Lat$:24.7328207#$Lng$:46.5584846}#{$Lat$:24.7261162#$Lng$:46.5534206}#{$Lat$:24.7203469#$Lng$:46.5662094}#{$Lat$:24.7073261#$Lng$:46.5619178}#{$Lat$:24.7050648#$Lng$:46.5727325}#{$Lat$:24.7091195#$Lng$:46.5762516}#{$Lat$:24.7403044#$Lng$:46.5879245}#{$Lat$:24.7923659#$Lng$:46.5653511}#{$Lat$:24.7898724#$Lng$:46.5560814}]#$BottomLeft$:{$Lat$:24.7050648#$Lng$:46.4823528}#$TopRight$:{$Lat$:24.8218161#$Lng$:46.5879245}}]
121,الخرج,Al Kharj,211.486285647159,376325,121,5,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:24.19989#$Lng$:47.2584736}#{$Lat$:24.1831744#$Lng$:47.2647392}#{$Lat$:24.1805545#$Lng$:47.259685}#{$Lat$:24.1738205#$Lng$:47.2641481}#{$Lat$:24.1673111#$Lng$:47.2312661}#{$Lat$:24.173419#$Lng$:47.2280046}#{$Lat$:24.1756115#$Lng$:47.2159883}#{$Lat$:24.151022#$Lng$:47.2116967}#{$Lat$:24.1533715#$Lng$:47.2528955}#{$Lat$:24.1543432#$Lng$:47.2670691}#{$Lat$:24.1325377#$Lng$:47.26783}#{$Lat$:24.1126405#$Lng$:47.2367593}#{$Lat$:24.0979114#$Lng$:47.2202798}#{$Lat$:24.0842705#$Lng$:47.2113623}#{$Lat$:24.0698589#$Lng$:47.2225114}#{$Lat$:24.0870986#$Lng$:47.2245714}#{$Lat$:24.100732#$Lng$:47.236931}#{$Lat$:24.1004186#$Lng$:47.2479173}#{$Lat$:24.0924268#$Lng$:47.2585603}#{$Lat$:24.0800463#$Lng$:47.2499772}#{$Lat$:24.0725234#$Lng$:47.2717782}#{$Lat$:24.0880904#$Lng$:47.2733133}#{$Lat$:24.0924391#$Lng$:47.2869604}#{$Lat$:24.0823971#$Lng$:47.2884294}#{$Lat$:24.0954042#$Lng$:47.3143503}#{$Lat$:24.1203177#$Lng$:47.3351213}#{$Lat$:24.1407938#$Lng$:47.3333277}#{$Lat$:24.0972846#$Lng$:47.3751184}#{$Lat$:24.1029258#$Lng$:47.3802682}#{$Lat$:24.1262712#$Lng$:47.3586389}#{$Lat$:24.1383266#$Lng$:47.3685612}#{$Lat$:24.1267412#$Lng$:47.3957177}#{$Lat$:24.1585403#$Lng$:47.4034425}#{$Lat$:24.1915843#$Lng$:47.4056741}#{$Lat$:24.2023883#$Lng$:47.3993226}#{$Lat$:24.2070854#$Lng$:47.3812982}#{$Lat$:24.2383949#$Lng$:47.4027558}#{$Lat$:24.2570205#$Lng$:47.3722002}#{$Lat$:24.2521687#$Lng$:47.3471376}#{$Lat$:24.2345181#$Lng$:47.3047141}#{$Lat$:24.215811#$Lng$:47.3449687}#{$Lat$:24.2115056#$Lng$:47.3417929}#{$Lat$:24.2129929#$Lng$:47.3273734}#{$Lat$:24.2027371#$Lng$:47.328832}#{$Lat$:24.2010931#$Lng$:47.314155}#{$Lat$:24.2023457#$Lng$:47.3074602}#{$Lat$:24.204068#$Lng$:47.292354}#{$Lat$:24.2083736#$Lng$:47.2866891}#{$Lat$:24.2110352#$Lng$:47.2790502}#{$Lat$:24.208765#$Lng$:47.270553}#{$Lat$:24.2159668#$Lng$:47.2508977}#{$Lat$:24.2128357#$Lng$:47.2444604}#{$Lat$:24.2057903#$Lng$:47.2408555}#{$Lat$:24.2000754#$Lng$:47.2456621}#{$Lat$:24.2012497#$Lng$:47.2582792}#{$Lat$:24.19989#$Lng$:47.2584736}]#$BottomLeft$:{$Lat$:24.0698589#$Lng$:47.2113623}#$TopRight$:{$Lat$:24.2570205#$Lng$:47.4056741}}]
122,الدوادمي,Al Duwadimi,133.10840283129,217305,122,5,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:24.5761606#$Lng$:44.3612496}#{$Lat$:24.5736628#$Lng$:44.3516365}#{$Lat$:24.5849025#$Lng$:44.3467442}#{$Lat$:24.5839659#$Lng$:44.3344704}#{$Lat$:24.5750678#$Lng$:44.3317238}#{$Lat$:24.559846#$Lng$:44.3342129}#{$Lat$:24.5435293#$Lng$:44.3428818}#{$Lat$:24.533379#$Lng$:44.3546406}#{$Lat$:24.5459496#$Lng$:44.3811623}#{$Lat$:24.5301776#$Lng$:44.3952385}#{$Lat$:24.5147161#$Lng$:44.3685452}#{$Lat$:24.5198701#$Lng$:44.3597904}#{$Lat$:24.5193626#$Lng$:44.357473}#{$Lat$:24.5085075#$Lng$:44.3400494}#{$Lat$:24.519753#$Lng$:44.331638}#{$Lat$:24.5151456#$Lng$:44.3259731}#{$Lat$:24.5185036#$Lng$:44.3158451}#{$Lat$:24.5266248#$Lng$:44.3080345}#{$Lat$:24.5242822#$Lng$:44.3014256}#{$Lat$:24.5301386#$Lng$:44.2891518}#{$Lat$:24.5349016#$Lng$:44.2847744}#{$Lat$:24.5415383#$Lng$:44.2852894}#{$Lat$:24.5439587#$Lng$:44.2772213}#{$Lat$:24.5411479#$Lng$:44.2690674}#{$Lat$:24.5360728#$Lng$:44.2620293}#{$Lat$:24.5303728#$Lng$:44.2649475}#{$Lat$:24.5274837#$Lng$:44.2765347}#{$Lat$:24.5242041#$Lng$:44.2858044}#{$Lat$:24.5095228#$Lng$:44.3132702}#{$Lat$:24.5046807#$Lng$:44.332153}#{$Lat$:24.5039387#$Lng$:44.342281}#{$Lat$:24.4808971#$Lng$:44.3502632}#{$Lat$:24.472851#$Lng$:44.3393627}#{$Lat$:24.4498818#$Lng$:44.3554989}#{$Lat$:24.4681638#$Lng$:44.3766133}#{$Lat$:24.463867#$Lng$:44.3942944}#{$Lat$:24.4450374#$Lng$:44.4027916}#{$Lat$:24.4563667#$Lng$:44.4293991}#{$Lat$:24.4762101#$Lng$:44.4281975}#{$Lat$:24.482928#$Lng$:44.4481102}#{$Lat$:24.519792#$Lng$:44.4293991}#{$Lat$:24.5344722#$Lng$:44.4422737}#{$Lat$:24.5408747#$Lng$:44.4733444}#{$Lat$:24.5463399#$Lng$:44.4845024}#{$Lat$:24.5580505#$Lng$:44.486219}#{$Lat$:24.57538#$Lng$:44.4767777}#{$Lat$:24.5766289#$Lng$:44.4681946}#{$Lat$:24.5727261#$Lng$:44.4539467}#{$Lat$:24.5560207#$Lng$:44.4230477}#{$Lat$:24.5617976#$Lng$:44.410688}#{$Lat$:24.5472768#$Lng$:44.3938652}#{$Lat$:24.5558646#$Lng$:44.389917}#{$Lat$:24.5806877#$Lng$:44.3821922}#{$Lat$:24.5761606#$Lng$:44.3612496}]#$BottomLeft$:{$Lat$:24.4450374#$Lng$:44.2620293}#$TopRight$:{$Lat$:24.5849025#$Lng$:44.486219}}]
123,المجمعة,Al Majma'ah,84.1899790234811,133285,123,4,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:25.8714922#$Lng$:45.4399908}#{$Lat$:25.8890495#$Lng$:45.407911}#{$Lat$:25.9137563#$Lng$:45.4226739}#{$Lat$:25.9222032#$Lng$:45.4042994}#{$Lat$:25.9264165#$Lng$:45.407911}#{$Lat$:25.9333637#$Lng$:45.398813}#{$Lat$:25.9284235#$Lng$:45.3934915}#{$Lat$:25.9380372#$Lng$:45.3748137}#{$Lat$:25.9674757#$Lng$:45.3716905}#{$Lat$:25.9688647#$Lng$:45.3778703}#{$Lat$:25.9796672#$Lng$:45.3792436}#{$Lat$:25.9762723#$Lng$:45.3509195}#{$Lat$:25.9574438#$Lng$:45.3519494}#{$Lat$:25.9546656#$Lng$:45.3352983}#{$Lat$:25.9433976#$Lng$:45.3268869}#{$Lat$:25.932283#$Lng$:45.3191621}#{$Lat$:25.9233288#$Lng$:45.3124673}#{$Lat$:25.9139107#$Lng$:45.3165872}#{$Lat$:25.908661#$Lng$:45.3287751}#{$Lat$:25.8998594#$Lng$:45.3188188}#{$Lat$:25.8949178#$Lng$:45.3045709}#{$Lat$:25.8864241#$Lng$:45.3018243}#{$Lat$:25.8766942#$Lng$:45.2880914}#{$Lat$:25.8732962#$Lng$:45.2953012}#{$Lat$:25.882872#$Lng$:45.3057725}#{$Lat$:25.891366#$Lng$:45.3145272}#{$Lat$:25.8903344#$Lng$:45.3306425}#{$Lat$:25.8850836#$Lng$:45.3490102}#{$Lat$:25.8739635#$Lng$:45.3725278}#{$Lat$:25.8753535#$Lng$:45.3833425}#{$Lat$:25.8494028#$Lng$:45.4274595}#{$Lat$:25.8714922#$Lng$:45.4399908}]#$BottomLeft$:{$Lat$:25.8494028#$Lng$:45.2880914}#$TopRight$:{$Lat$:25.9796672#$Lng$:45.4399908}}]
124,القويعية,AlQuwaiiyah,35.8686589704915,126161,124,4,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:24.0982446#$Lng$:45.3031189}#{$Lat$:24.09838#$Lng$:45.3041129}#{$Lat$:24.0884505#$Lng$:45.2915318}#{$Lat$:24.0865486#$Lng$:45.2839426}#{$Lat$:24.087902#$Lng$:45.2822621}#{$Lat$:24.0802798#$Lng$:45.2773337}#{$Lat$:24.071446#$Lng$:45.2743656}#{$Lat$:24.0645283#$Lng$:45.2708964}#{$Lat$:24.0505775#$Lng$:45.2454047}#{$Lat$:24.0427393#$Lng$:45.2424864}#{$Lat$:24.0398391#$Lng$:45.2498679}#{$Lat$:24.0454827#$Lng$:45.2642016}#{$Lat$:24.0513613#$Lng$:45.2662615}#{$Lat$:24.0587287#$Lng$:45.2763037}#{$Lat$:24.0603745#$Lng$:45.2862601}#{$Lat$:24.0595908#$Lng$:45.2935557}#{$Lat$:24.0631176#$Lng$:45.3029112}#{$Lat$:24.0557504#$Lng$:45.3096918}#{$Lat$:24.0613934#$Lng$:45.3210215}#{$Lat$:24.0642931#$Lng$:45.3278021}#{$Lat$:24.0671145#$Lng$:45.326343}#{$Lat$:24.0758132#$Lng$:45.3335528}#{$Lat$:24.0924253#$Lng$:45.3607611}#{$Lat$:24.1183577#$Lng$:45.3434233}#{$Lat$:24.0994769#$Lng$:45.3063444}#{$Lat$:24.0982446#$Lng$:45.3031189}]#$BottomLeft$:{$Lat$:24.0398391#$Lng$:45.2424864}#$TopRight$:{$Lat$:24.1183577#$Lng$:45.3607611}}]
125,وادي الدواسر,Wadi Al Dawasir,230.991791989735,106152,125,4,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:20.4397096#$Lng$:44.9081229}#{$Lat$:20.4458219#$Lng$:44.9105261}#{$Lat$:20.4662481#$Lng$:44.8725889}#{$Lat$:20.4783096#$Lng$:44.8576544}#{$Lat$:20.4886013#$Lng$:44.8277853}#{$Lat$:20.505163#$Lng$:44.7874449}#{$Lat$:20.5275106#$Lng$:44.6993827}#{$Lat$:20.5098257#$Lng$:44.6925161}#{$Lat$:20.4691364#$Lng$:44.7088244}#{$Lat$:20.4200842#$Lng$:44.6956061}#{$Lat$:20.3925765#$Lng$:44.7333723}#{$Lat$:20.4142926#$Lng$:44.7728537}#{$Lat$:20.3982037#$Lng$:44.8212622}#{$Lat$:20.3914459#$Lng$:44.8610876}#{$Lat$:20.3904805#$Lng$:44.8971365}#{$Lat$:20.3985255#$Lng$:44.9215124}#{$Lat$:20.4397096#$Lng$:44.9081229}]#$BottomLeft$:{$Lat$:20.3904805#$Lng$:44.6925161}#$TopRight$:{$Lat$:20.5275106#$Lng$:44.9215124}}]
126,الأفلاج,Al Aflaj,49.4415278305801,68201,126,3,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:22.3409123#$Lng$:46.7304494}#{$Lat$:22.3440084#$Lng$:46.7080476}#{$Lat$:22.3330526#$Lng$:46.7073609}#{$Lat$:22.333132#$Lng$:46.6996362}#{$Lat$:22.3174114#$Lng$:46.6952588}#{$Lat$:22.3027214#$Lng$:46.6914823}#{$Lat$:22.2900152#$Lng$:46.7022969}#{$Lat$:22.2678561#$Lng$:46.6841008}#{$Lat$:22.2616605#$Lng$:46.6937139}#{$Lat$:22.2588803#$Lng$:46.7118241}#{$Lat$:22.2761165#$Lng$:46.7238404}#{$Lat$:22.2683327#$Lng$:46.7435815}#{$Lat$:22.2758783#$Lng$:46.7477014}#{$Lat$:22.2900152#$Lng$:46.7563703}#{$Lat$:22.298592#$Lng$:46.7553403}#{$Lat$:22.3021655#$Lng$:46.7678716}#{$Lat$:22.3104239#$Lng$:46.7649533}#{$Lat$:22.3122502#$Lng$:46.743324}#{$Lat$:22.3218578#$Lng$:46.7440965}#{$Lat$:22.3336878#$Lng$:46.7565419}#{$Lat$:22.3433733#$Lng$:46.7536237}#{$Lat$:22.3446435#$Lng$:46.7322518}#{$Lat$:22.3409123#$Lng$:46.7304494}]#$BottomLeft$:{$Lat$:22.2588803#$Lng$:46.6841008}#$TopRight$:{$Lat$:22.3446435#$Lng$:46.7678716}}]
127,الزلفي,Az Zulfi,204.20800768374,69294,127,3,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:26.3660876#$Lng$:44.7989352}#{$Lat$:26.3720089#$Lng$:44.7911246}#{$Lat$:26.4580259#$Lng$:44.7640879}#{$Lat$:26.4601006#$Lng$:44.7476084}#{$Lat$:26.4139788#$Lng$:44.7502721}#{$Lat$:26.3687791#$Lng$:44.762543}#{$Lat$:26.3515522#$Lng$:44.7664912}#{$Lat$:26.3035492#$Lng$:44.7815115}#{$Lat$:26.2912376#$Lng$:44.7682936}#{$Lat$:26.278155#$Lng$:44.766062}#{$Lat$:26.2738452#$Lng$:44.7880347}#{$Lat$:26.2410541#$Lng$:44.8009093}#{$Lat$:26.1544907#$Lng$:44.8367865}#{$Lat$:26.1614243#$Lng$:44.8937781}#{$Lat$:26.1765227#$Lng$:44.884165}#{$Lat$:26.2576817#$Lng$:44.8513777}#{$Lat$:26.2830804#$Lng$:44.8491461}#{$Lat$:26.2789247#$Lng$:44.8712904}#{$Lat$:26.2841578#$Lng$:44.8970396}#{$Lat$:26.3107817#$Lng$:44.9205573}#{$Lat$:26.3341688#$Lng$:44.8997862}#{$Lat$:26.3493986#$Lng$:44.8810751}#{$Lat$:26.3461682#$Lng$:44.8582442}#{$Lat$:26.3290917#$Lng$:44.8630507}#{$Lat$:26.3261685#$Lng$:44.8462279}#{$Lat$:26.3355534#$Lng$:44.8283751}#{$Lat$:26.360935#$Lng$:44.7997076}#{$Lat$:26.3633191#$Lng$:44.7997076}#{$Lat$:26.3660876#$Lng$:44.7989352}]#$BottomLeft$:{$Lat$:26.1544907#$Lng$:44.7476084}#$TopRight$:{$Lat$:26.4601006#$Lng$:44.9205573}}]
128,شقراء,Shaqra,108.564639945531,40541,128,2,1,منطقة الرياض,Riyadh Province,[{$IsNegativePolygon$:false#$Points$:[{$Lat$:25.2680932#$Lng$:45.2046198}#{$Lat$:25.2093218#$Lng$:45.2309698}#{$Lat$:25.2108749#$Lng$:45.267877}#{$Lat$:25.2118068#$Lng$:45.2902788}#{$Lat$:25.2154565#$Lng$:45.2988619}#{$Lat$:25.2253955#$Lng$:45.3009218}#{$Lat$:25.2309859#$Lng$:45.3090757}#{$Lat$:25.2175531#$Lng$:45.3204912}#{$Lat$:25.2255508#$Lng$:45.3455538}#{$Lat$:25.2345574#$Lng$:45.3584284}#{$Lat$:25.2589339#$Lng$:45.3400606}#{$Lat$:25.268326#$Lng$:45.3239245}#{$Lat$:25.2638241#$Lng$:45.3118223}#{$Lat$:25.2378182#$Lng$:45.3077883}#{$Lat$:25.2254732#$Lng$:45.2784342}#{$Lat$:25.2301318#$Lng$:45.2683062}#{$Lat$:25.2349456#$Lng$:45.2677912}#{$Lat$:25.2355667#$Lng$:45.2819532}#{$Lat$:25.2434856#$Lng$:45.2967161}#{$Lat$:25.2652213#$Lng$:45.2888197}#{$Lat$:25.2768638#$Lng$:45.3223795}#{$Lat$:25.3028613#$Lng$:45.2910513}#{$Lat$:25.3125604#$Lng$:45.2745718}#{$Lat$:25.3053443#$Lng$:45.2674479}#{$Lat$:25.2685589#$Lng$:45.2681345}#{$Lat$:25.2646003#$Lng$:45.2556891}#{$Lat$:25.2651436#$Lng$:45.2429861}#{$Lat$:25.2618059#$Lng$:45.2301115}#{$Lat$:25.284392#$Lng$:45.2098555}#{$Lat$:25.3089136#$Lng$:45.2160353}#{$Lat$:25.3472382#$Lng$:45.1995558}#{$Lat$:25.352978#$Lng$:45.1652235}#{$Lat$:25.34367#$Lng$:45.160417}#{$Lat$:25.3292411#$Lng$:45.1853079}#{$Lat$:25.3117069#$Lng$:45.1878828}#{$Lat$:25.3099999#$Lng$:45.1816172}#{$Lat$:25.2915317#$Lng$:45.1780123}#{$Lat$:25.2777175#$Lng$:45.1876253}#{$Lat$:25.2811324#$Lng$:45.1953501}#{$Lat$:25.2680932#$Lng$:45.2046198}]#$BottomLeft$:{$Lat$:25.2093218#$Lng$:45.160417}#$TopRight$:{$Lat$:25.352978#$Lng$:45.3584284}}]
